,Ticker,Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,CategoryName,SponsorId,SponsorName,IsManagedDistribution,Price,PriceChange,NAV,NAVPublished,Cusip,Name,LastUpdated,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
93,RA,-13.75,9.69,11.23,0.118,10.01,14,Morningstar US CEF High Yield,19,Brookfield Public Securities Group LLC,TRUE,12.61,-0.01,14.62,2024-06-18T00:00:00,112830104,Brookfield Real Assets Income Fund Inc.,2024-06-19T00:00:00,XRAIX,Fixed Income - Taxable-High Yield,17.31,697.089,,Monthly,0.41616,0.118,25,6.3027,,,3.23,,977.401,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,1.75,-4.74,3.09,2.64,1.71,4.59,,,-10.44,3279660,,,91.2999,,8.9,,13.46063,-8.05222,-0.53,-1.15,-1.21,2024-06-19T00:00:00,2016-12-02T00:00:00,12/2/2016,1480636800,2024-06-11T00:00:00
94,CHY,6.82,11.53,10.79,0.1,12.44,11,Morningstar US CEF Convertibles,21,Calamos Advisors LLC,FALSE,11.12,-0.02,10.41,2024-06-18T00:00:00,12811P108,Calamos Convertible & High Income Fund,2024-06-19T00:00:00,XCHYX,Fixed Income - Taxable-Convertibles,37.88,849.337,,Monthly,-0.09735,0.1,15,3.1473,,,4.41,,1279.863,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,-3.78,-1.85,8.87,11.17,0.92,0.53,,,23.75,1541190,,,97.9734,,,,11.39082,9.11632,-0.58,-0.55,-1.01,2024-06-19T00:00:00,2003-05-28T00:00:00,5/28/2003,1054080000,2024-06-14T00:00:00
95,CHI,17.87,11.57,9.82,0.095,12.16,11,Morningstar US CEF Convertibles,21,Calamos Advisors LLC,FALSE,11.61,0,9.85,2024-06-18T00:00:00,128117108,Calamos Convertible Opp Inc,2024-06-19T00:00:00,XCHIX,Fixed Income - Taxable-Convertibles,37.74,868.639,,Monthly,-0.08779,0.095,15,3.1496,,,4.4,,1183.763,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-3.85,0.88,8.72,12.9,0.87,13.66,,,27.53,1689210,,,98.054,,,,10.82375,9.4691,2.17,1.74,1.74,2024-06-19T00:00:00,2002-06-26T00:00:00,6/26/2002,1025049600,2024-06-14T00:00:00
96,CCD,18.04,12.38,10.49,0.195,11.4,11,Morningstar US CEF Convertibles,21,Calamos Advisors LLC,FALSE,22.31,-0.05,18.9,2024-06-18T00:00:00,12811V105,Calamos Dynamic Convertible and Income,2024-06-19T00:00:00,XCCDX,Fixed Income - Taxable-Convertibles,37.46,594.435,,Monthly,-0.39963,0.195,25,2.2842,,,4.63,,805.152,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,,-5.24,-2.6,9.97,14.48,0.58,16.74,,,8.49,813040,,,,,,,20.56096,7.53719,1.66,0.47,1.03,2024-06-19T00:00:00,2015-03-27T00:00:00,3/27/2015,1427414400,2024-06-14T00:00:00
97,CHW,-10.05,7.73,8.6,0.05,27.29,25,Morningstar US CEF Global Allocation,21,Calamos Advisors LLC,FALSE,6.98,0.04,7.76,2024-06-18T00:00:00,12811L107,Calamos Global Dynamic Income Fund,2024-06-19T00:00:00,XCHWX,Hybrid-Global Allocation,28.78,445.773,,Monthly,-0.04099,0.05,15,4.0122,,,3.68,,695.816,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-0.14,-5.04,9.5,7.53,15.68,19.07,,,29.79,1653060,,,100.9414,,,,6.03357,-11.79917,1.34,1.5,1.91,2024-06-19T00:00:00,2007-06-27T00:00:00,6/27/2007,1182902400,2024-06-14T00:00:00
98,CGO,-8.26,8.01,8.73,0.08,27.88,25,Morningstar US CEF Global Allocation,21,Calamos Advisors LLC,FALSE,11,0.02,11.99,2024-06-18T00:00:00,128118106,Calamos Global Total Return,2024-06-19T00:00:00,XCGOX,Hybrid-Global Allocation,28.52,108.084,,Monthly,-0.0923,0.08,15,3.9732,,,3.86,,164.806,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-0.16,-4.37,10.27,7,17.16,19.41,,,28.48,272810,,,,,,,9.52496,-8.93164,0.48,0.96,1.02,2024-06-19T00:00:00,2005-10-27T00:00:00,10/27/2005,1130371200,2024-06-14T00:00:00
99,CPZ,-12.51,9.78,11.18,0.14,12.89,5,Morningstar US CEF Global Equity,21,Calamos Advisors LLC,FALSE,15.03,0.01,17.18,2024-06-18T00:00:00,12812C106,Calamos L/S Equity & Dynamic Inc Trust,2024-06-19T00:00:00,XCPZX,Equity-Global Equity,52.21,295.072,,Monthly,0.17328,0.14,20,5.96,,,4.52,,705.76,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,0.25,0.22,,,5.58,10.26,,,16.28,559130,,,,,,,15.01901,-14.4435,1.88,1.59,1.84,2024-06-19T00:00:00,2019-11-29T00:00:00,11/29/2019,1574985600,2024-06-14T00:00:00
100,CSQ,-2.08,7.12,7.27,0.1025,28.57,26,Morningstar US CEF US Allocation,21,Calamos Advisors LLC,FALSE,16.92,0.09,17.28,2024-06-18T00:00:00,128125101,Calamos Strategic Total Return,2024-06-19T00:00:00,XCSQX,Hybrid-U.S. Allocation,28.84,2712.87,,Monthly,-0.07261,0.1025,15,3.9681,,,4.09,,3893.258,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,6.54,5.28,15.3,15.32,11.24,11.97,,,29.41,2107280,,,,,,,15.07529,-1.65139,-0.29,0.4,0.23,2024-06-19T00:00:00,2004-03-26T00:00:00,3/26/2004,1080259200,2024-06-14T00:00:00
101,CCIF,6.97,16.12,15.07,0.105,-9.66,19,Morningstar US CEF Senior Loans,22,Carlyle Global Credit Inv Mgmt,TRUE,8.36,0.21,7.92,2024-05-31T00:00:00,92535C104,Carlyle Credit Income Ord,2024-06-19T00:00:00,XCCIFX,Fixed Income - Taxable-Senior Loans,34.21,103.066,,Monthly,0.58,0.105,8.65,8.5972,,,6.72,,146.44,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-3.23,2.26,-0.96,8.17,5.81,12.26,,,-4.1,701460,,,,,,,8.0603,-1.79301,1.76,1.58,2.24,2024-06-19T00:00:00,2011-12-30T00:00:00,12/30/2011,1325203200,2024-06-14T00:00:00
102,IGR,-6.31,13.36,14.26,0.06,7.48,7,Morningstar US CEF Real Estate,23,CBRE Investment Management Listed Real Assets LLC,TRUE,5.05,-0.02,5.39,2024-06-18T00:00:00,12504G100,CBRE Global Real Estate Income,2024-06-19T00:00:00,XIGRX,Equity-Real Estate,27.73,706.841,,Monthly,0.04001,0.06,15,,,,3.86,,1043.873,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-7.11,-6.89,0.14,2.41,-7.41,-2.7,,,11.25,6317180,,,,,,,5.01645,-9.8944,1.42,1.06,1.17,2024-06-19T00:00:00,2004-02-18T00:00:00,2/18/2004,1077062400,2024-06-18T00:00:00
103,CET,-16.36,0.77,0.92,1.65,28.48,10,Morningstar US CEF US Equity,24,Central Securities Corp,FALSE,43.625,0.12,52.16,2024-06-14T00:00:00,155123102,Central Securities Corporation,2024-06-19T00:00:00,XCETX,Equity-U.S. Equity,0.32,1238.419,,Semi-Annually,0.21344,1.65,10,,,,0.56,,1480.709,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,7.68,8.05,14.33,15.17,12.48,13.71,,,29.79,273000,,,,,,,38.18264,-18.33103,1.75,1.79,2.04,2024-06-19T00:00:00,1980-07-28T00:00:00,7/28/1980,333590400,2023-11-10T00:00:00
104,CHN,-14.13,0.15,0.18,0.0185,-0.16,1,Morningstar US CEF Asia Equity,69,Matthews International Cap Mgmt LLc,FALSE,10.57,0,12.31,2024-06-19T00:00:00,169373107,China Fund,2024-06-19T00:00:00,XXCHNXX,Equity-Asia Equity,0.05,105.442,,Annually,0.08358,0.0185,15,,,,1.56,,122.867,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-19.04,-19.72,-0.58,-0.71,4.61,4.97,,,-0.05,233290,,,,,,,10.44934,-14.77081,0.52,0.53,0.19,2024-06-19T00:00:00,1992-07-10T00:00:00,7/10/1992,710726400,2023-12-27T00:00:00
105,EMO,-3.58,6.07,6.29,0.67,48.79,6,Morningstar US CEF MLP,49,"Franklin Templeton Fund Adviser, LLC",FALSE,42.6,0.44,44.18,2024-06-18T00:00:00,18469P209,ClearBridge Energy Midstream Opportunity,2024-06-19T00:00:00,XEMOX,Equity-MLP,27.72,544.739,,Quarterly,-0.38627,0.67,20,,,,4.68,,781.649,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,26.07,33.14,4.27,7.15,21.43,24.98,,,68.24,299920,,,,,,,35.18124,-10.07407,2.14,1.85,2.28,2024-06-19T00:00:00,2011-06-13T00:00:00,6/13/2011,1307923200,2024-05-22T00:00:00
106,CEM,-3.61,6.25,6.48,0.77,42.19,6,Morningstar US CEF MLP,25,ClearBridge,FALSE,47.51,0.17,49.29,2024-06-18T00:00:00,184692200,ClearBridge MLP and Midstream,2024-06-19T00:00:00,XCEMX,Equity-MLP,28.1,631.607,,Quarterly,-0.84501,0.77,20,,,,7.51,,911.414,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,23.44,28.28,1.8,3.84,18.03,22.08,,,62.94,387140,,,,,,,39.8717,-10.81344,1.82,1.63,2,2024-06-19T00:00:00,2010-06-25T00:00:00,6/25/2010,1277424000,2024-05-22T00:00:00
107,CTR,-3.62,6.34,6.57,0.7,39.16,6,Morningstar US CEF MLP,25,ClearBridge,FALSE,42.59,0.3,44.19,2024-06-18T00:00:00,18469Q207,ClearBridge MLP and Midstream TR,2024-06-19T00:00:00,XCTRX,Equity-MLP,26.59,293.31,,Quarterly,-0.8731,0.7,20,,,,6.95,,414.548,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,22.77,30.27,4.14,7.33,17.26,21.91,,,66.95,192690,,,,,,,35.97865,-10.8971,1.81,1.56,1.99,2024-06-19T00:00:00,2012-06-28T00:00:00,6/28/2012,1340841600,2024-05-22T00:00:00
108,GLV,-17.11,9.27,11.18,0.0526,14.49,25,Morningstar US CEF Global Allocation,26,Clough Capital Partners L.P.,TRUE,5.645,-0.01,6.81,2024-06-18T00:00:00,18913Y103,Clough Global Dividend and Income,2024-06-19T00:00:00,XGLVX,Hybrid-Global Allocation,24.69,70.601,,Monthly,0.0019,0.0526,20,3.4848,,,5.32,,113.09,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,-6.97,-11.21,-1,-1.34,9.89,12.44,,,17.81,531630,,,95.2027,,3.43,,5.34799,-16.87543,-0.19,-0.37,-0.33,2024-06-19T00:00:00,2004-07-28T00:00:00,7/28/2004,1090972800,2024-06-17T00:00:00
109,GLQ,-16.65,8.82,10.59,0.0603,23.45,5,Morningstar US CEF Global Equity,26,Clough Capital Partners L.P.,TRUE,6.835,0.02,8.2,2024-06-18T00:00:00,18914C100,Clough Global Equity,2024-06-19T00:00:00,XGLQX,Equity-Global Equity,23.62,128.771,,Monthly,-0.07243,0.0603,20,,,,5.6,,202.27,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-11.69,-13.72,0.99,-0.49,13.27,16.15,,,26.99,715170,,,,,11.6,,6.08906,-16.98564,0.29,0.8,0.29,2024-06-19T00:00:00,2005-04-27T00:00:00,4/27/2005,1114560000,2024-06-17T00:00:00
110,GLO,-17.74,9.04,10.99,0.048,20.47,25,Morningstar US CEF Global Allocation,26,Clough Capital Partners L.P.,TRUE,5.24,-0.02,6.37,2024-06-18T00:00:00,1.89E+110,Clough Global Opportunities,2024-06-19T00:00:00,XGLOX,Hybrid-Global Allocation,24.01,224.618,,Monthly,-0.05314,0.048,20,5.6631,,,5.71,,359.326,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,-12.36,-14.84,0.9,0.37,11.7,13.26,,,22.24,1757950,,,,,2.63,2.23,4.81858,-17.40102,-0.27,0.36,-0.09,2024-06-19T00:00:00,2006-04-25T00:00:00,4/25/2006,1145923200,2024-06-17T00:00:00
111,FOF,2.09,9.09,8.91,0.087,21.16,26,Morningstar US CEF US Allocation,27,Cohen & Steers,FALSE,11.72,-0.03,11.48,2024-06-18T00:00:00,19248P106,Cohen & Steers Closed-End Opportunity,2024-06-19T00:00:00,XFOFX,Hybrid-U.S. Allocation,,322.721,,Monthly,0.18115,0.087,20,6.661,,,0.95,,316.113,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,2.27,2.98,6.84,8.23,10.33,8.81,,,24.29,612190,,,91.5402,,,,11.07029,2.35594,-0.15,0.11,-0.33,2024-06-19T00:00:00,2006-11-20T00:00:00,11/20/2006,1163980800,2024-06-11T00:00:00
112,UTF,-0.31,8.26,8.29,0.155,14.26,8,Morningstar US CEF Sector Equity,27,Cohen & Steers,FALSE,22.44,-0.22,22.51,2024-06-18T00:00:00,19248A109,Cohen & Steers Infrastructure,2024-06-19T00:00:00,XUTFX,Equity-Sector Equity,30.46,2161.779,,Monthly,0.21103,0.155,20,5.8423,,,3.97,,3118.523,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,3.09,0.58,6.13,8.14,6.71,15.61,,,22.13,2366540,,,100.3608,,7.43,,21.88382,-1.59071,0.51,-0.69,0.16,2024-06-19T00:00:00,2004-03-30T00:00:00,3/30/2004,1080604800,2024-06-11T00:00:00
113,LDP,-7.63,7.4,8.02,0.131,20.11,18,Morningstar US CEF Preferreds,27,Cohen & Steers,FALSE,19.61,-0.02,21.23,2024-06-18T00:00:00,19248C105,Cohen & Steers Ltd Duration Pref & Inc,2024-06-19T00:00:00,XLDPX,Fixed Income - Taxable-Preferreds,33.79,570.244,,Monthly,0.52079,0.131,25,6.4739,,,4.47,,932.352,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,1.2,-1.36,5.19,5.23,6.94,11.88,,,24.71,917420,,,99.4467,,88.99,,18.6016,-8.23123,0.29,-0.57,-0.34,2024-06-19T00:00:00,2012-07-27T00:00:00,7/27/2012,1343347200,2024-06-11T00:00:00
114,RQI,-7.68,7.76,8.41,0.08,11.55,7,Morningstar US CEF Real Estate,27,Cohen & Steers,FALSE,11.42,-0.04,12.37,2024-06-18T00:00:00,19247L106,Cohen & Steers Qual Inc Realty,2024-06-19T00:00:00,XRQIX,Equity-Real Estate,29.92,1535.207,,Monthly,0.11505,0.08,15,5.6667,,,3.99,,2373.042,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,-0.12,-2.05,5.13,4.75,-2.69,-3.64,,,11.47,4240930,,,98.3561,,7.49,,11.32844,-6.48993,-0.87,-2.13,-1.86,2024-06-19T00:00:00,2002-02-28T00:00:00,2/28/2002,1014854400,2024-06-11T00:00:00
115,RLTY,-8.55,8.49,9.28,0.11,11.12,7,Morningstar US CEF Real Estate,27,Cohen & Steers,TRUE,14.22,0,15.55,2024-06-18T00:00:00,19249Q103,Cohen & Steers Real Estate Opp & Inc Fd,2024-06-19T00:00:00,XRLTX,Equity-Real Estate,35.16,237.793,,Monthly,0.09179,0.11,20,5.8161,,,5.09,,401.033,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,-0.35,1.9,,,16.51,714450,,,99.5128,,,,13.62587,-11.09838,1.44,0.91,1.04,2024-06-19T00:00:00,2022-02-24T00:00:00,2/24/2022,1645660800,2024-06-11T00:00:00
116,RNP,-1.91,8.01,8.16,0.136,14.92,7,Morningstar US CEF Real Estate,27,Cohen & Steers,TRUE,19.99,0.01,20.38,2024-06-18T00:00:00,19247X100,Cohen & Steers REIT & Preferred Inc Fd,2024-06-19T00:00:00,XRNPX,Equity-Real Estate,31.62,954.718,,Monthly,0.36147,0.136,25,6.2368,,,4.02,,1423.469,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,0.39,0.4,5.71,7.97,1.24,3.62,,,21.41,1289830,,,100.2443,,6.69,,19.24456,-2.67872,0.27,-1.77,-1.02,2024-06-19T00:00:00,2003-06-27T00:00:00,6/27/2003,1056672000,2024-06-11T00:00:00
117,PSF,-7.26,7.22,7.78,0.126,19.93,18,Morningstar US CEF Preferreds,27,Cohen & Steers,FALSE,19.43,-0.07,20.95,2024-06-18T00:00:00,19248Y107,Cohen & Steers Select Preferred & Inc,2024-06-19T00:00:00,XPSFX,Fixed Income - Taxable-Preferreds,33.86,233.708,,Monthly,0.48373,0.126,25,6.385,,,4.57,,380.991,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,0.01,-5.41,4.21,0.66,6.57,6.46,,,21.02,275280,,,99.27,,86.4,,18.81466,-5.85048,-0.63,0.2,-0.54,2024-06-19T00:00:00,2010-11-24T00:00:00,11/24/2010,1290556800,2024-06-11T00:00:00
118,PTA,-5.91,7.86,8.35,0.134,18.33,18,Morningstar US CEF Preferreds,28,"Cohen & Steers Capital Management, Inc.",TRUE,19.25,-0.11,20.46,2024-06-18T00:00:00,19249X108,Cohen & Steers Tax-adv Prd Sec and Inc,2024-06-19T00:00:00,XPTAX,Fixed Income - Taxable-Preferreds,34.67,1064.014,,Monthly,0.36643,0.134,25,6.461,,,4.99,,1731.005,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,-0.11,-0.34,,,6.51,11.21,,,28.42,1585780,,,102.8807,,,,18.28911,-7.23622,0.99,0.36,0.69,2024-06-19T00:00:00,2020-10-28T00:00:00,10/28/2020,1603843200,2024-06-11T00:00:00
119,RFI,-1.36,8.44,8.55,0.08,9,7,Morningstar US CEF Real Estate,28,"Cohen & Steers Capital Management, Inc.",FALSE,11.225,-0.03,11.38,2024-06-18T00:00:00,19247R103,Cohen & Steers Total Return,2024-06-19T00:00:00,XRFIX,Equity-Real Estate,0.04,297.899,,Monthly,0.17277,0.08,15,6.257,,,0.94,,302.138,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,0.04,-1.69,4.82,4.18,-1.84,0.2,,,11.43,733950,,,,,,,11.33355,0.2238,-0.77,-1.9,-1.62,2024-06-19T00:00:00,1993-09-27T00:00:00,9/27/1993,749088000,2024-06-11T00:00:00
120,STK,1.61,5.62,5.53,0.4625,27.88,3,Morningstar US CEF Covered Call,29,Columbia Threadneedle,TRUE,33.44,-0.24,32.91,2024-06-18T00:00:00,19842X109,Columbia Seligman Premium Technology Gr,2024-06-19T00:00:00,XSTKX,Equity-Covered-Call Funds,,551.353,,Quarterly,-0.02559,0.4625,20,,,,1.13,,542.615,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,9.37,6.78,21.38,20.6,11.97,4.33,,,18.82,376980,,,,,,,30.53704,6.16422,-1.23,-0.44,-0.97,2024-06-19T00:00:00,2009-11-25T00:00:00,11/25/2009,1259107200,2024-05-10T00:00:00
121,CLM,6.67,18.49,17.33,0.1086,26.41,10,Morningstar US CEF US Equity,30,Cornerstone Advisors,TRUE,7.52,0,7.05,2024-06-18T00:00:00,21924B302,Cornerstone Strategic Value,2024-06-19T00:00:00,XCLMX,Equity-U.S. Equity,0,1783.487,,Monthly,0.00312,0.1086,38.52,4.9064,,,1.11,,1672.019,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,9.99,6.14,14.91,12.86,11.17,14.19,,,15.87,14939920,,,,,,,7.61649,11.85711,-0.75,-0.77,0.04,2024-06-19T00:00:00,1987-06-23T00:00:00,6/23/1987,551404800,2024-06-13T00:00:00
122,CRF,13.67,18.49,16.27,0.1037,25.73,10,Morningstar US CEF US Equity,30,Cornerstone Advisors,TRUE,7.65,0.01,6.73,2024-06-18T00:00:00,21924U300,Cornerstone Total Return Fund,2024-06-19T00:00:00,XCRFX,Equity-U.S. Equity,9.5,852.28,,Monthly,-0.00069,0.1037,25,4.8577,,,1.15,,749.783,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,,10.36,6.28,15.31,12.94,10.78,16.29,,,20.76,7723970,,,,,,,7.5286,15.42052,-0.29,-0.02,0.74,2024-06-19T00:00:00,1973-05-16T00:00:00,5/16/1973,106358400,2024-06-13T00:00:00
123,CIK,0.34,9.12,9.09,0.0225,16.05,14,Morningstar US CEF High Yield,31,Credit Suisse AG,FALSE,2.97,-0.07,2.96,2024-06-18T00:00:00,224916106,Credit Suisse Asset Mgmt Income,2024-06-19T00:00:00,XCIKX,Fixed Income - Taxable-High Yield,27.64,156.77,,Monthly,0.12611,0.0225,10,6.7875,,,3.1,,215.912,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,3.5,3.37,6.09,8.87,3.88,-2.39,,,20.19,1659100,,,95.327,,5.73,,2.89108,-0.32499,0.17,0.7,-0.26,2024-06-19T00:00:00,1987-03-23T00:00:00,3/23/1987,543456000,2024-06-18T00:00:00
124,DHY,-6.19,8.53,9.1,0.0155,15.47,14,Morningstar US CEF High Yield,31,Credit Suisse AG,FALSE,2.045,-0.02,2.18,2024-06-18T00:00:00,22544F103,Credit Suisse High Yield Bond Fund,2024-06-19T00:00:00,XDHYX,Fixed Income - Taxable-High Yield,28.8,211.686,,Monthly,0.08792,0.0155,10,6.7502,,,3.8,,316.945,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,2.69,2.42,5.45,5.48,3.62,7.63,,,18.73,4619120,,,95.256,,5.73,,1.9475,-8.81442,1.55,0.49,1.04,2024-06-19T00:00:00,1998-07-31T00:00:00,7/31/1998,901843200,2024-06-18T00:00:00
125,DXYZ,157.79,,,,,8,Morningstar US CEF Sector Equity,33,Destiny Advisors LLC,TRUE,13.07,0,5.07,2024-03-28T00:00:00,25063F107,Destiny Tech100 Inc,2024-06-19T00:00:00,DXYZ,Equity-Sector Equity,,19.02,,Monthly,,,,,,,0,,7.378,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,0,,,,,,,,,,,,2024-06-19T00:00:00,2024-03-26T00:00:00,3/26/2024,1711411200,
126,DMA,-34.44,0.46,0.7,0.0526,9.02,26,Morningstar US CEF US Allocation,34,Destra Capital Advisors LLC,TRUE,7.5,-0.04,11.44,2024-06-18T00:00:00,25065A502,Destra Multi-Alternative,2024-06-19T00:00:00,XDMAX,Hybrid-U.S. Allocation,12.74,67.224,,Annually,0.0027,0.0526,,,,,4.74,,117.515,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,1.33,,1.15,,0.99,20.71,,,36.87,501120,,,,,0.23,,6.48653,-40.46411,0.86,-0.22,0.22,2024-06-19T00:00:00,2022-01-13T00:00:00,1/13/2022,1642032000,2023-06-19T00:00:00
127,DNP,3.69,9.94,9.58,0.065,8.94,8,Morningstar US CEF Sector Equity,38,Duff & Phelps Inv Mgmt Co (IL),TRUE,8.14,0.02,7.8502,2024-06-18T00:00:00,23325P104,DNP Select Income,2024-06-19T00:00:00,XDNPX,Equity-Sector Equity,27.95,2951.042,,Monthly,0.07041,0.065,10,5.0766,,,2.88,,3949.968,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,2.94,2.13,4.66,2.35,5.19,6.86,,,-6.49,7028200,,,101.7798,,5.14,3.68,9.21462,16.55321,-1.82,-1.76,-2.05,2024-06-19T00:00:00,1987-01-21T00:00:00,1/21/1987,538185600,2024-05-31T00:00:00
128,DSL,0.56,10.65,10.59,0.11,18.23,13,Morningstar US CEF Global Income,35,DoubleLine,FALSE,12.46,-0.01,12.39,2024-06-18T00:00:00,258622109,DoubleLine Income Solutions Fund,2024-06-19T00:00:00,XDSLX,Fixed Income - Taxable-Global Income,21.66,1327.718,,Monthly,0.4445,0.11,25,8.3283,,,3.24,,1685.259,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-2.87,-2.13,0.41,0.83,5.04,6.74,,,21.54,4236110,,,84.9645,,,,12.10737,0.40406,0.09,0.02,-0.1,2024-06-19T00:00:00,2013-04-26T00:00:00,4/26/2013,1366934400,2024-06-12T00:00:00
129,DBL,-1.63,8.63,8.77,0.11,14.47,17,Morningstar US CEF Multi-Sector,35,DoubleLine,FALSE,15.05,-0.02,15.3,2024-06-18T00:00:00,258623107,Doubleline Opportunistic Cred,2024-06-19T00:00:00,XDBLX,Fixed Income - Taxable-Multi-Sector,12.92,265.226,,Monthly,0.32172,0.11,25,7.5787,,,2.66,,309.632,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,-0.48,-0.51,1.52,1.52,4.68,1.57,,,10.1,587470,,,80.8703,,,,14.81759,0.52357,-1.45,-1.14,-1.51,2024-06-19T00:00:00,2012-01-26T00:00:00,1/26/2012,1327536000,2024-06-12T00:00:00
130,DLY,-2.81,8.75,9,0.1167,16.46,17,Morningstar US CEF Multi-Sector,36,DoubleLine Capital LP,TRUE,15.56,-0.01,16.01,2024-06-18T00:00:00,25862D105,DoubleLine Yield Opportunities Fund,2024-06-19T00:00:00,XDLYX,Fixed Income - Taxable-Multi-Sector,19.84,746.036,,Monthly,0.64995,0.1167,20,8.2601,,,3.42,,957.612,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,0.13,0.85,,,4.9,9.02,,,23.53,1830590,,,89.1726,,,,14.94553,-3.99477,0.68,-0.21,0.3,2024-06-19T00:00:00,2020-02-25T00:00:00,2/25/2020,1582588800,2024-06-12T00:00:00
131,DTF,-10.08,3.2,3.56,0.0325,1.22,21,Morningstar US CEF Municipal,37,Duff & Phelps,FALSE,10.97,0.02,12.2,2024-06-18T00:00:00,23334J107,DTF Tax-Free Income 2028 Term,2024-06-19T00:00:00,XDTFX,Fixed Income - Municipal-Municipal,32.16,77.114,,Monthly,0.11785,0.0325,15,4.7884,,,2.72,,85.761,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,-5.8,-6.34,-1.75,-1.29,-0.79,2.55,,,4.82,232090,,,103.7803,,8.11,4.35,10.80419,-11.92246,1.87,1.34,1.81,2024-06-19T00:00:00,1991-11-29T00:00:00,11/29/1991,691372800,2024-06-17T00:00:00
132,DPG,-12.67,2.57,2.94,0.07,14.16,8,Morningstar US CEF Sector Equity,37,Duff & Phelps,TRUE,9.51,-0.09,10.89,2024-06-18T00:00:00,26433C105,Duff & Phelps Utility and Infra Fund Inc,2024-06-19T00:00:00,XDPGX,Equity-Sector Equity,27.78,363.108,,Quarterly,-0.01483,0.07,20,,,,4.12,,575.715,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,,2.32,-3.14,2.74,2.66,8.94,11.56,,,-8.46,1670910,,,,,,,9.31232,-12.86529,0.14,0.09,0.05,2024-06-19T00:00:00,2011-07-29T00:00:00,7/29/2011,1311897600,2024-06-17T00:00:00
