,Ticker,Premium / Discount,DistributionRateNAV,DistributionRatePrice,DistributionAmtUSD,ReturnOnNAV,CategoryId,Category,SponsorId,SponsorName,IsManagedDistribution,Share Price,PriceChange,NAV,NAVPublished,Cusip,Fund Name,Date,NavTicker,Strategy,LeverageRatioPercentage,MarketCapUSDm,UNIIPerShare,DistributionFrequency,EarningsPerShare,CurrentDistribution,InceptionPrice,AverageCoupon,AMTPercentage,AverageWeightedMaturity,ExpenseRatio,BaselineExpense,TotalAssetsUSDm,IsLeveraged,IsPriceBelow52WkAvg,IsDiscountBelow52WkAvg,IsAMTPct,IsManaged,Term,AvgWtdDurationLevAdj,Yr3RetOnNav,Yr3RetOnPrice,Yr5RetOnNav,Yr5RetOnPrice,YTDRetOnNav,YTDRetOnPrice,SinceInceptionRetOnNav,SinceInceptionRetOnPrice,ReturnOnPrice,AvgDailyVolume,CallableYr1Pct,PrerefundedPercentage,AvgBondPrice,AvgWtdDurationNonLevAdj,EffDurationLevAdj,EffDurationNonLevAdj,Price52WkAvg,Discount52WkAvg,ZScore1Yr,ZScore3M,ZScore6M,ZScoreDate,InceptionDate,InceptionDateString,InceptionDateUnixTimestamp,DistributionDate
205,HFRO,-0.3896,6.75,11.07,0.077,-6.24,19,Morningstar US CEF Senior Loans,80,"NexPoint Asset Management, L.P.",True,8.35,-0.07,13.68,2023-08-07T00:00:00,43010E404,Highland Opportunities and Income Ord,2023-08-07,XHFOX,Fixed Income - Taxable-Senior Loans,13.04,568.813,,Monthly,0.46952,0.077,15.0,9.7632,,,1.32,,1071.656,True,False,False,False,True,False,,9.38,11.17,4.51,-4.0,-1.29,-12.41,,,-18.65,2052190,,,,,,,9.99146,-30.36897,-1.72,-1.38,-1.42,2023-08-07T00:00:00,2000-01-13T00:00:00,1/13/2000,947721600,2023-07-21T00:00:00
206,INSI,-0.0974,4.69,5.2,0.19999999999999998,-0.67,15,Morningstar US CEF Investment Grade,61,Insight Investment,False,15.39,-0.01,17.05,2023-08-04T00:00:00,45781W109,Insight Select Income Fund,2023-08-07,XCSIX,Fixed Income - Taxable-Investment Grade,0.0,164.879,,Quarterly,0.37663,0.19999999999999998,20.0,5.1298,,,0.86,,182.664,True,False,False,False,False,False,,-2.84,-4.4,1.8399999999999999,2.4,3.96,7.24,,,1.58,167950,,,95.4954,,7.55,6.94,15.63753,-9.4797,-0.27,-0.72,-0.65,2023-08-07T00:00:00,1971-06-07T00:00:00,6/7/1971,45100800,2023-07-12T00:00:00
207,VKI,-0.1297,4.06,4.67,0.0321,-1.82,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,8.25,-0.04,9.48,2023-08-07T00:00:00,46132E103,Invesco Adv Muni Inc II,2023-08-07,XVKIX,Fixed Income - Municipal-Municipal,40.31,366.35,-0.002,Monthly,0.2031,0.0321,15.0,4.8976,,19.86,2.84,,705.229,True,False,False,False,False,False,,-2.5300000000000002,-3.35,0.8200000000000001,0.56,5.13,1.67,,,-7.13,1053050,,,97.4357,,11.82,8.25,8.58975,-10.59287,-1.12,0.02,-0.71,2023-08-07T00:00:00,1993-08-27T00:00:00,8/27/1993,746409600,2023-07-14T00:00:00
208,VBF,-0.0592,4.8,5.1,0.0635,-1.49,15,Morningstar US CEF Investment Grade,62,"Invesco Advisers, Inc",False,14.94,0.03,15.88,2023-08-07T00:00:00,46132L107,Invesco Bond,2023-08-07,XVBFX,Fixed Income - Taxable-Investment Grade,,170.548,0.001,Monthly,0.38364,0.0635,20.0,5.1381,,16.33,0.63,,181.279,False,False,False,False,False,False,,-3.69,-5.31,1.83,2.43,2.9,-1.71,,,-3.93,310620,,,94.1018,,,6.6,15.45341,-4.468,-0.62,0.39,-0.68,2023-08-07T00:00:00,1970-10-28T00:00:00,10/28/1970,25920000,2023-07-14T00:00:00
209,VCV,-0.1243,3.7,4.23,0.033499999999999995,-0.73,22,Morningstar US CEF Municipal-CA,62,"Invesco Advisers, Inc",False,9.51,-0.11,10.86,2023-08-07T00:00:00,46132H106,Invesco CA Value,2023-08-07,XVCVX,Fixed Income - Municipal-Municipal - CA,40.62,455.439,-0.039,Monthly,0.21903,0.033499999999999995,15.0,4.7156,,21.0,2.92,,875.796,True,False,False,False,False,False,,-2.61,-3.2,1.1,0.78,4.48,6.11,,,-5.02,1239910,6.51,,94.1316,,10.38,7.94,9.66877,-11.90459,-0.29,1.27,0.09,2023-08-07T00:00:00,1993-04-30T00:00:00,4/30/1993,736128000,2023-07-14T00:00:00
210,IHIT,-0.0611,5.34,5.69,0.034999999999999996,-5.02,14,Morningstar US CEF High Yield,62,"Invesco Advisers, Inc",False,7.38,-0.01,7.86,2023-08-07T00:00:00,46135X108,Invesco High Income 2023 Target Term,2023-08-07,XHITX,Fixed Income - Taxable-High Yield,29.66,178.15,0.030000000000000002,Monthly,0.25292,0.034999999999999996,10.0,4.5567,,4.95,2.54,,269.737,True,False,False,False,False,True,,5.73,3.79,1.11,0.28,-3.55,-4.51,,,-7.29,625010,,,84.1837,,,0.48,7.99073,-4.21606,-1.19,-0.4,-0.9500000000000001,2023-08-07T00:00:00,2016-11-23T00:00:00,11/23/2016,1479859200,2023-07-14T00:00:00
211,IHTA,-0.1043,5.04,5.63,0.033,-6.84,14,Morningstar US CEF High Yield,62,"Invesco Advisers, Inc",False,7.04,0.03,7.86,2023-08-07T00:00:00,46136K105,Invesco High Income 2024 Target Term,2023-08-07,XHTAX,Fixed Income - Taxable-High Yield,28.11,61.856,,Monthly,0.23023000000000002,0.033,10.0,4.0387,,9.22,2.59,,96.061,True,False,False,False,False,True,,5.14,3.68,1.26,0.42,-3.59,-9.74,,,-12.58,246680,,,81.6548,,,1.38,7.7786100000000005,-5.75539,-1.44,-1.08,-1.22,2023-08-07T00:00:00,2017-12-04T00:00:00,12/4/2017,1512345600,2023-07-14T00:00:00
212,VLT,-0.0818,10.07,10.96,0.0964,1.98,14,Morningstar US CEF High Yield,62,"Invesco Advisers, Inc",False,10.55,0.03,11.49,2023-08-07T00:00:00,46131F101,Invesco High Income II,2023-08-07,XVLTX,Fixed Income - Taxable-High Yield,29.04,68.554,-0.029,Monthly,0.34438,0.0964,60.0,5.8067,,7.32,2.63,,105.212,True,True,True,False,False,False,,1.73,4.12,2.23,4.15,5.79,9.54,,,2.85,183530,,,90.655,,,,10.53027,-9.57753,0.72,1.08,0.35000000000000003,2023-08-07T00:00:00,1989-04-28T00:00:00,4/28/1989,609724800,2023-07-14T00:00:00
213,VMO,-0.12539999999999998,4.05,4.63,0.0358,-1.85,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,9.28,0.0,10.61,2023-08-07T00:00:00,46132C107,Invesco Muni Opp,2023-08-07,XVMOX,Fixed Income - Municipal-Municipal,39.88,625.85,-0.012,Monthly,0.22489,0.0358,15.0,4.8839,,20.18,2.84,,1190.213,True,False,False,False,False,False,,-2.49,-3.73,0.89,0.73,5.2,-1.12,,,-7.74,1547270,6.23,,97.4244,,12.02,8.36,9.57556,-10.85289,-0.84,0.59,-0.28,2023-08-07T00:00:00,1992-04-24T00:00:00,4/24/1992,704073600,2023-07-14T00:00:00
214,VKQ,-0.1315,4.1,4.72,0.0364,-1.63,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,9.25,-0.06,10.65,2023-08-07T00:00:00,46131J103,Invesco Municipal,2023-08-07,XVKQX,Fixed Income - Municipal-Municipal,38.66,511.854,-0.006,Monthly,0.22876,0.0364,15.0,4.9029,,20.15,2.69,,960.759,True,False,False,False,False,False,,-2.47,-3.71,0.93,0.71,5.14,-0.77,,,-5.59,1410340,6.27,,97.6319,,11.61,8.48,9.60111,-10.86211,-1.19,-0.37,-0.8300000000000001,2023-08-07T00:00:00,1991-09-27T00:00:00,9/27/1991,685929600,2023-07-14T00:00:00
215,OIA,-0.008100000000000001,5.15,5.2,0.0265,-2.22,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,6.12,-0.06,6.17,2023-08-07T00:00:00,46132X101,Invesco Municipal Inc Opp I,2023-08-07,XOIAX,Fixed Income - Municipal-Municipal,23.32,291.439,0.019,Monthly,0.15816,0.0265,10.0,5.3386,,22.51,1.62,,383.186,True,False,False,False,False,False,,-0.71,-0.03,1.8,1.29,4.02,5.05,,,0.87,1032100,13.74,,85.1949,,,,6.34314,0.11012000000000001,-0.22,1.02,-0.33,2023-08-07T00:00:00,1988-09-19T00:00:00,9/19/1988,590630400,2023-07-14T00:00:00
216,VPV,-0.152,3.22,3.79,0.0305,-2.87,24,Morningstar US CEF Municipal-Single State,62,"Invesco Advisers, Inc",False,9.65,-0.1,11.38,2023-08-07T00:00:00,46132K109,Invesco PA Value,2023-08-07,XVPVX,Fixed Income - Municipal-Municipal - Single-State,39.35,229.955,0.126,Monthly,0.20289000000000001,0.0305,15.0,4.8558,,19.16,2.61,,447.11,True,False,False,False,False,False,,-2.2800000000000002,-3.7,1.19,0.78,2.99,3.52,,,-5.99,445790,2.72,,97.3208,,11.04,7.68,9.98565,-13.91848,-0.6900000000000001,-0.13,-0.33,2023-08-07T00:00:00,1993-04-30T00:00:00,4/30/1993,736128000,2023-07-14T00:00:00
217,IQI,-0.1308,4.17,4.8,0.0372,-1.9500000000000002,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,9.3,-0.05,10.7,2023-08-07T00:00:00,46133G107,Invesco Quality Municipal Income Trust,2023-08-07,XIQIX,Fixed Income - Municipal-Municipal,35.22,491.819,0.026000000000000002,Monthly,0.23443,0.0372,15.0,4.8618,,19.16,2.5700000000000003,,873.451,True,False,False,False,False,False,,-2.89,-3.96,0.85,0.51,4.94,4.19,,,-7.01,1238540,4.42,,94.7953,,11.14,8.49,9.63567,-11.14625,-1.1,-0.07,-0.67,2023-08-07T00:00:00,1992-09-29T00:00:00,9/29/1992,717724800,2023-07-14T00:00:00
218,VVR,-0.0558,11.36,12.03,0.039,11.2,19,Morningstar US CEF Senior Loans,62,"Invesco Advisers, Inc",False,3.89,0.02,4.12,2023-08-07T00:00:00,46131H107,Invesco Senior Income,2023-08-07,XVVRX,Fixed Income - Taxable-Senior Loans,32.29,595.29,-0.044000000000000004,Monthly,0.21782,0.039,10.0,,,4.09,3.5700000000000003,,931.217,True,True,True,False,False,False,,8.42,13.15,4.14,6.36,8.05,8.32,,,14.47,7665300,,,,,,,3.80643,-7.80642,0.92,1.24,0.61,2023-08-07T00:00:00,1998-06-24T00:00:00,6/24/1998,898646400,2023-07-14T00:00:00
219,VGM,-0.13419999999999999,3.96,4.57,0.0361,-1.79,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,9.48,-0.07,10.95,2023-08-07T00:00:00,46131M106,Invesco Tr Inv Gr Muni,2023-08-07,XVGMX,Fixed Income - Municipal-Municipal,39.08,514.119,-0.018000000000000002,Monthly,0.23234000000000002,0.0361,15.0,4.8626000000000005,,20.45,2.77,,974.772,True,False,False,False,False,False,,-2.55,-3.77,0.79,0.34,5.19,0.05,,,-6.8100000000000005,1344200,6.28,,97.6698,,11.74,8.49,9.84224,-11.17393,-1.2,-0.43,-0.81,2023-08-07T00:00:00,1992-01-24T00:00:00,1/24/1992,696211200,2023-07-14T00:00:00
220,VTN,-0.1475,3.41,4.0,0.0331,-0.44,23,Morningstar US CEF Municipal-NY,62,"Invesco Advisers, Inc",False,9.94,-0.09,11.66,2023-08-07T00:00:00,46131T101,Invesco Tr Inv Gr NY,2023-08-07,XVTNX,Fixed Income - Municipal-Municipal - NY,36.85,193.609,0.01,Monthly,0.20962,0.0331,15.0,4.6797,,21.71,2.56,,359.66,True,False,False,False,False,False,,-1.98,-2.34,0.74,0.37,5.3,4.4,,,-2.25,392860,9.24,,96.0134,,10.84,8.16,10.20258,-13.20162,-0.9,0.28,-0.4,2023-08-07T00:00:00,1992-03-27T00:00:00,3/27/1992,701654400,2023-07-14T00:00:00
221,IIM,-0.1168,4.2,4.75,0.0458,-1.5899999999999999,21,Morningstar US CEF Municipal,62,"Invesco Advisers, Inc",False,11.57,-0.06,13.1,2023-08-07T00:00:00,46132P108,Invesco Value Muni Income,2023-08-07,XIIMX,Fixed Income - Municipal-Municipal,36.1,544.582,-0.011000000000000001,Monthly,0.28582,0.0458,15.0,4.9041,,18.87,2.5700000000000003,,964.886,True,False,False,False,False,False,,-2.44,-2.59,1.27,1.73,4.75,2.69,,,-9.8,1263510,4.76,,94.9129,,10.9,8.31,12.07577,-9.09742,-0.85,0.3,-0.43,2023-08-07T00:00:00,1993-02-26T00:00:00,2/26/1993,730684800,2023-07-14T00:00:00
222,JOF,-0.1604,0.53,0.63,0.046099999999999995,15.7,1,Morningstar US CEF Asia Equity,81,Nomura Asset Management Co Ltd,False,7.33,0.07,8.73,2023-08-07T00:00:00,47109U104,Japan Smaller Cap Fund,2023-08-07,XXJOFXX,Equity-Asia Equity,0.0,207.687,,Annually,0.04478,0.046099999999999995,12.0,,,,1.47,,247.355,True,True,True,False,False,False,,2.64,3.02,-1.27,-1.05,11.13,14.97,,,13.7,485960,,,,,,,6.67828,-16.45381,0.29,-0.29,0.28,2023-08-07T00:00:00,1990-03-21T00:00:00,3/21/1990,637977600,2022-12-19T00:00:00
223,HTY,-0.1421,11.81,13.76,0.16,7.2,5,Morningstar US CEF Global Equity,63,John Hancock,False,4.65,0.03,5.42,2023-08-07T00:00:00,41013P749,JH Tax Advantaged Global Shareholder Yld,2023-08-07,XHTYX,Equity-Global Equity,,50.786,0.0,Quarterly,0.13595000000000002,0.16,20.0,,,,1.37,,59.196,False,False,False,False,False,False,,7.42,8.38,2.14,-0.8200000000000001,7.36,3.66,,,3.74,351420,,,,,,,4.91772,-9.78805,-1.43,-0.96,-0.96,2023-08-07T00:00:00,2007-09-26T00:00:00,9/26/2007,1190764800,2023-06-09T00:00:00
224,BTO,0.0663,9.02,8.46,0.65,-9.79,8,Morningstar US CEF Sector Equity,63,John Hancock,True,30.74,0.51,28.83,2023-08-07T00:00:00,409735206,JHancock Financial Opportunities,2023-08-07,XBTOX,Equity-Sector Equity,18.37,592.15,0.0,Quarterly,0.21867,0.65,20.0,3.404,,,1.9300000000000002,,680.357,True,False,True,False,True,False,,20.4,21.81,1.1,2.69,-8.85,-2.6,,,-12.97,616830,,,90.9463,,38.99,,32.11734,6.06198,0.11,-1.19,-0.78,2023-08-07T00:00:00,1994-08-18T00:00:00,8/18/1994,777168000,2023-06-09T00:00:00
225,JHS,-0.07690000000000001,3.38,3.66,0.09899999999999999,-4.58,15,Morningstar US CEF Investment Grade,64,John Hancock Investment Management LLC,False,10.81,0.02,11.71,2023-08-07T00:00:00,410123103,JHancock Income Secs,2023-08-07,XJHSX,Fixed Income - Taxable-Investment Grade,40.1,125.9,0.0,Quarterly,0.1943,0.09899999999999999,15.3,4.4535,,,2.08,,227.682,True,False,False,False,False,False,,-5.03,-5.58,0.8200000000000001,1.22,3.01,5.12,,,-4.69,225610,,,93.9952,,7.4,4.46,11.03309,-7.37255,-0.22,1.62,0.45,2023-08-07T00:00:00,1973-02-14T00:00:00,2/14/1973,98496000,2023-06-09T00:00:00
226,JHI,-0.0711,6.12,6.59,0.2152,1.7000000000000002,15,Morningstar US CEF Investment Grade,63,John Hancock,False,13.06,0.1,14.06,2023-08-07T00:00:00,410142103,JHancock Investors,2023-08-07,XJHIX,Fixed Income - Taxable-Investment Grade,41.41,114.204,0.0,Quarterly,0.41289000000000003,0.2152,21.06,5.6336,,,2.35,,209.848,True,True,True,False,False,False,,0.68,1.15,2.9699999999999998,3.24,9.0,6.43,,,-2.08,186910,6.53,,93.5436,,6.17,,12.87589,-7.15055,0.02,3.29,0.97,2023-08-07T00:00:00,1971-01-29T00:00:00,1/29/1971,33955200,2023-06-09T00:00:00
227,HPI,0.0443,9.79,9.37,0.1235,-6.72,18,Morningstar US CEF Preferreds,63,John Hancock,False,15.81,0.45,15.14,2023-08-07T00:00:00,41013W108,JHancock Preferred Income,2023-08-07,XHPIX,Fixed Income - Taxable-Preferreds,39.12,417.854,0.0,Monthly,0.5663400000000001,0.1235,25.0,5.689,,,1.81,,657.246,True,False,True,False,False,False,,1.96,-0.9500000000000001,1.34,1.46,3.71,3.36,,,-7.03,571200,,,92.3932,,91.45,,16.08861,1.6539100000000002,1.26,2.01,1.01,2023-08-07T00:00:00,2002-08-27T00:00:00,8/27/2002,1030406400,2023-07-12T00:00:00
228,HPF,0.05,9.87,9.4,0.1235,-6.61,18,Morningstar US CEF Preferreds,63,John Hancock,False,15.76,0.34,15.01,2023-08-07T00:00:00,41013X106,JHancock Preferred Income II,2023-08-07,XHPFX,Fixed Income - Taxable-Preferreds,39.08,338.358,0.0,Monthly,0.56836,0.1235,25.0,5.7514,,,1.82,,528.956,True,False,True,False,False,False,,2.33,3.26,1.52,2.29,3.64,6.96,,,-7.39,404330,,,92.5819,,90.07,,16.06694,2.36327,1.04,1.63,0.68,2023-08-07T00:00:00,2002-11-29T00:00:00,11/29/2002,1038528000,2023-07-12T00:00:00
229,HPS,0.0637,9.78,9.19,0.11,-6.2,18,Morningstar US CEF Preferreds,63,John Hancock,False,14.36,0.14,13.5,2023-08-07T00:00:00,41021P103,JHancock Preferred Income III,2023-08-07,XHPSX,Fixed Income - Taxable-Preferreds,38.95,457.368,0.0,Monthly,0.50949,0.11,25.0,5.7077,,,1.81,,704.277,True,False,True,False,False,False,,2.47,3.47,1.63,3.16,3.64,5.23,,,-7.63,549420,,,92.5445,,86.67,,14.62496,3.8126700000000002,1.06,1.6099999999999999,0.64,2023-08-07T00:00:00,2003-06-18T00:00:00,6/18/2003,1055894400,2023-07-12T00:00:00
230,PDT,-0.058499999999999996,8.51,9.04,0.08249999999999999,-7.37,18,Morningstar US CEF Preferreds,63,John Hancock,True,10.95,-0.02,11.63,2023-08-07T00:00:00,41013T105,JHancock Premium Dividend Fund,2023-08-07,XPDTX,Fixed Income - Taxable-Preferreds,39.52,538.461,0.0,Monthly,0.26575,0.08249999999999999,12.0,5.4812,,,2.41,,945.599,True,False,False,False,True,False,,6.76,2.64,4.13,1.4,-1.15,-6.46,,,-18.44,1007030,,,92.8286,,76.11,,12.97954,2.84972,-1.87,-1.6,-1.8399999999999999,2023-08-07T00:00:00,1989-12-21T00:00:00,12/21/1989,630201600,2023-07-12T00:00:00
231,HTD,-0.0434,7.89,8.25,0.13799999999999998,-7.11,26,Morningstar US CEF US Allocation,64,John Hancock Investment Management LLC,True,20.07,0.01,20.98,2023-08-07T00:00:00,41013V100,JHancock Tax-Advantaged Dividend Inc,2023-08-07,XHTDX,Hybrid-U.S. Allocation,36.04,711.117,0.0,Monthly,0.44429,0.13799999999999998,20.0,5.3003,,,2.04,,1162.26,True,False,False,False,True,False,,7.86,10.09,4.58,5.46,-2.2800000000000002,-4.38,,,-6.67,608970,,,97.2022,,68.76,,22.14962,-2.77767,-0.7000000000000001,0.66,-0.52,2023-08-07T00:00:00,2004-02-27T00:00:00,2/27/2004,1077840000,2023-07-12T00:00:00
232,HEQ,-0.0834,8.6,9.38,0.25,6.89,5,Morningstar US CEF Global Equity,63,John Hancock,True,10.66,0.06,11.63,2023-08-07T00:00:00,47804L102,John Hancock Hedged Equity &amp; Income Fund,2023-08-07,XHEQX,Equity-Global Equity,,130.383,,Quarterly,0.2048,0.25,20.0,,,,1.16,,142.248,False,False,False,False,True,False,,8.51,9.21,2.81,2.24,5.28,-0.54,,,-0.88,288280,,,,,,,11.50534,-1.30824,-1.45,-0.38,-1.03,2023-08-07T00:00:00,2011-05-26T00:00:00,5/26/2011,1306368000,2023-06-09T00:00:00
233,KYN,-0.15710000000000002,8.3,9.85,0.21,6.05,6,Morningstar US CEF MLP,66,Kayne Anderson,False,8.53,0.06,10.12,2023-08-07T00:00:00,486606106,Kayne Anderson Energy Infrastructure,2023-08-07,XKYNX,Equity-MLP,22.75,1161.202,,Quarterly,0.31841,0.21,25.0,,,,9.5,,1783.472,True,False,False,False,False,False,,28.13,35.03,-3.92,-5.55,8.46,9.99,,,5.78,4650000,,,,,6.09,,8.63889,-14.34631,-0.8200000000000001,0.55,-0.38,2023-08-07T00:00:00,2004-09-28T00:00:00,9/28/2004,1096329600,2023-06-23T00:00:00
234,KMF,-0.1534,7.38,8.72,0.16,-6.31,6,Morningstar US CEF MLP,66,Kayne Anderson,False,7.34,0.07,8.67,2023-08-07T00:00:00,48661E108,Kayne Anderson NextGen Energy&amp;Infras,2023-08-07,XKMFX,Equity-MLP,22.91,346.429,,Quarterly,0.18798,0.16,25.0,6.6702,,,3.3,,530.784,True,False,True,False,False,False,,20.79,28.96,-2.87,-2.02,2.22,7.25,,,-1.71,1355690,,,,,4.37,,7.5752500000000005,-16.93507,1.25,1.3599999999999999,0.85,2023-08-07T00:00:00,2010-11-24T00:00:00,11/24/2010,1290556800,2023-06-23T00:00:00
235,KIO,-0.094,11.14,12.07,0.1215,7.91,14,Morningstar US CEF High Yield,67,KKR &amp; Co. L.P.,False,12.08,0.3,13.09,2023-08-04T00:00:00,48249T106,KKR Income Opportunities Fund,2023-08-07,XKIOX,Fixed Income - Taxable-High Yield,31.61,327.615,,Monthly,0.5996900000000001,0.1215,20.0,7.019,,,3.56,,519.093,True,True,True,False,False,False,,6.41,7.23,3.43,3.15,15.03,16.98,,,10.24,1411500,0.09000000000000001,,83.5418,,58.49,,11.44384,-10.51704,0.71,0.76,1.0,2023-08-07T00:00:00,2013-07-26T00:00:00,7/26/2013,1374796800,2023-07-13T00:00:00
236,KF,-0.1545,12.12,14.34,3.31888,7.0,1,Morningstar US CEF Asia Equity,65,JPMorgan Asset Management (Asia Pacific) Limited,False,23.15,-0.1,27.38,2023-08-07T00:00:00,500634209,Korea Fund,2023-08-07,XKFDX,Equity-Asia Equity,5.74,115.105,,Annually,0.27861,3.31888,40.0,,,,1.21,,136.137,True,True,False,False,False,False,,6.29,8.44,2.42,2.87,14.33,15.7,,,9.19,109640,,,,,,,22.70146,-14.75104,-0.4,-0.49,-0.33,2023-08-07T00:00:00,1984-08-29T00:00:00,8/29/1984,462585600,2022-12-23T00:00:00
237,LGI,-0.1325,6.35,7.32,0.09339,11.68,5,Morningstar US CEF Global Equity,68,Lazard Freres Asset Management,False,15.32,0.21,17.66,2023-08-07T00:00:00,52106W103,Lazard Global Total Return and Income,2023-08-07,XLGIX,Equity-Global Equity,10.57,199.358,,Monthly,-0.00355,0.09339,20.0,,,,1.9,,256.984,True,True,False,False,False,False,,9.97,11.0,7.78,7.47,16.31,11.89,,,0.66,366770,,,,,4.2,3.76,15.17239,-8.34169,-1.4,-1.29,-1.19,2023-08-07T00:00:00,2004-04-28T00:00:00,4/28/2004,1083110400,2023-07-07T00:00:00
238,USA,0.013999999999999999,9.98,9.79,0.16,13.11,10,Morningstar US CEF US Equity,7,ALPS Advisors Inc,True,6.54,0.03,6.41,2023-08-04T00:00:00,530158104,Liberty All-Star Equity,2023-08-07,XUSAX,Equity-U.S. Equity,,1736.171,,Quarterly,0.01709,0.16,10.0,,,,0.93,,1701.66,False,True,True,False,True,False,,11.91,15.65,9.77,11.5,19.16,26.55,,,9.04,7337520,,,,,,,6.17521,0.9395700000000001,0.24,0.51,0.54,2023-08-07T00:00:00,1986-10-31T00:00:00,10/31/1986,531100800,2023-07-20T00:00:00
239,ASG,-0.0484,7.89,8.29,0.11,5.39,10,Morningstar US CEF US Equity,7,ALPS Advisors Inc,True,5.31,0.04,5.58,2023-08-07T00:00:00,529900102,Liberty All-Star Growth,2023-08-07,XASGX,Equity-U.S. Equity,0.62,303.787,,Quarterly,-0.01501,0.11,10.0,,,,1.1400000000000001,,319.233,True,True,False,False,True,False,,4.1,1.32,10.0,8.05,15.52,18.11,,,-6.4,1848400,,,,,,,5.30216,-2.65387,-0.6900000000000001,-0.79,-1.08,2023-08-07T00:00:00,1986-03-14T00:00:00,3/14/1986,511142400,2023-07-20T00:00:00
240,SCD,-0.1401,9.21,10.63,0.11299999999999999,8.86,25,Morningstar US CEF Global Allocation,51,Franklin Templeton Investments,True,12.8,0.09,14.77,2023-08-04T00:00:00,50208A102,LMP Capital and Income,2023-08-07,XSCDX,Hybrid-Global Allocation,19.42,219.364,,Quarterly,0.00594,0.11299999999999999,20.0,,,,1.67,,314.125,True,True,False,False,True,False,,17.13,17.61,9.01,9.01,14.89,11.62,,,4.66,371520,,,,,4.25,,12.3849,-13.30428,-0.48,0.9500000000000001,0.56,2023-08-07T00:00:00,2004-02-24T00:00:00,2/24/2004,1077580800,2023-06-22T00:00:00
241,MCN,0.015,9.8,9.65,0.18,18.32,3,Morningstar US CEF Covered Call,70,"Madison Asset Management, LLC",False,7.46,0.12,7.35,2023-08-07T00:00:00,557437100,Madison Covered Call &amp; Eq Strat,2023-08-07,XMCNX,Equity-Covered-Call Funds,0.01,156.783,,Quarterly,0.03753,0.18,15.0,,,,1.08,,154.471,True,False,False,False,False,False,,14.3,20.32,8.56,10.75,11.12,1.69,,,19.27,698780,,,,,,,7.65822,7.0581,-1.6400000000000001,-1.08,-1.43,2023-08-07T00:00:00,2004-07-28T00:00:00,7/28/2004,1090972800,2023-06-15T00:00:00
242,MEGI,-0.1225,8.29,9.45,0.1083,-6.43,8,Morningstar US CEF Sector Equity,79,New York Life Investment Management LLC,False,13.75,0.25,15.67,2023-08-07T00:00:00,56064Q107,MainStay CBRE Glb Infra Megatr Term,2023-08-07,XMEGI,Equity-Sector Equity,29.76,715.654,,Monthly,0.18745,0.1083,20.0,,,,3.07,,1161.085,True,False,True,False,False,False,,,,,,3.61,9.35,,,-5.19,1621350,,,,,,,14.24592,-15.42017,2.09,3.0,2.9,2023-08-07T00:00:00,2021-10-27T00:00:00,10/27/2021,1635292800,2023-07-21T00:00:00
243,MMD,-0.0143,5.0,5.07,0.06999999999999999,-0.79,21,Morningstar US CEF Municipal,79,New York Life Investment Management LLC,False,16.57,-0.28,16.81,2023-08-07T00:00:00,56064K100,MainStay MacKay DefinedTerm Muni Opp,2023-08-07,XMMDX,Fixed Income - Municipal-Municipal,39.42,462.54,0.24000000000000002,Monthly,0.21486,0.06999999999999999,20.0,5.0297,,,2.89,,773.531,True,False,False,False,False,True,,-1.05,-2.14,1.76,2.4,5.37,8.7,,,-4.28,783310,,,105.9833,,63.5,,16.97665,-0.3366,-0.42,-0.73,-0.86,2023-08-07T00:00:00,2012-06-27T00:00:00,6/27/2012,1340755200,2023-07-13T00:00:00
244,MXE,-0.2713,0.8300000000000001,1.1400000000000001,0.1201,42.99,4,Morningstar US CEF Emerging Market Equity,87,Pichardo Asset Management SA De CV,False,10.5,0.1,14.41,2023-08-07T00:00:00,592834105,Mexico Equity &amp; Income,2023-08-07,XMXEX,Equity-Emerging Market Equity,,46.202,,Annually,0.32587,0.1201,12.0,,,0.01,2.32,,63.407,False,True,False,False,False,False,,18.08,11.5,2.47,-1.06,27.57,21.87,,,35.79,77450,,,,,,,9.32493,-26.25891,-0.5,2.1,0.22,2023-08-07T00:00:00,1990-08-15T00:00:00,8/15/1990,650678400,2019-12-18T00:00:00
245,MXF,-0.1974,3.66,4.53,0.19999999999999998,41.63,4,Morningstar US CEF Emerging Market Equity,60,"Impulsora Del Fondo Mexico, SC",True,17.66,0.49,21.88,2023-08-04T00:00:00,592835102,Mexico Fund,2023-08-07,XXMXFXX,Equity-Emerging Market Equity,,264.992,,Quarterly,0.21739,0.19999999999999998,12.0,,,,1.36,,328.314,False,True,False,False,True,False,,28.02,26.03,7.6,6.44,31.76,26.3,,,31.15,306010,,,,,,,15.72935,-18.70342,-0.45,2.7,0.3,2023-08-07T00:00:00,1981-06-03T00:00:00,6/3/1981,360374400,2023-07-18T00:00:00
